"","name_text6","state_text6","last_digit_text6"
"1747","*Grand Haven, Board of Public Works, City of","Michigan","358"
"1748","*Grand Island Electric Department","Nebraska","476"
"1749","*Grand Junction Municipal Light Plant","Iowa","213"
"1750","Grand Lake Light Company","Colorado","59"
"1751","Grand Marais Light & Power Co","Minnesota","370"
"1752","*Grand Rapids Municipal Water & Light Station..","Michigan","358"
"1754","Commission","Minnesota","385"
"1755","*Grand Valley Rural Power Lines, Inc","Colorado","69"
"1757","pany","Iowa","213"
"1758","Granite City Generating Company","Illinois","134"
"1759","*Granite Falls Light & Water Department","Minnesota","385"
"1760","*Granite Falls, Town of","North Carolina..","573"
"1761","Granite State Electric Company","New Hampshire","503"
"1762","*Granite, Town of","Oklahoma","644"
"1763","Grant County Power Co","Washington","826"
"1764","*Grant Electric Cooperative","Wisconsin","890"
"1765","Grant Utilities, Inc","Louisiana","283"
"1766","*Grantville Water and Light Commission","Georgia","109"
"1767","Granville Electric Company","Vermont","803"
"1768","Grass Range Light and Power Company","Montana","450"
"1769","*Grayling Municipal Electric Plant","Michigan","358"
"1770","*Grayson-Collin Electric Cooperative, Inc","Texas","782"
"1771","Great Northern Power Co","Washington","826"
"1772","Great Northern Utilities Company","Montana","450"
"1773","*Greenbelt Electric Cooperative, Inc","Texas","782"
"1774","Greencastle Light, Heat, Fuel & Power Company..","Pennsylvania","674"
"1778","*Green, City of","Kansas ","251"
"1779","*Green Cove Springs Electric Plant","Florida","92"
"1780","*Greendale Water and Electric Department","Indiana ","176"
"1781","*Greene County Rural Electric Cooperative","Iowa ","230"
"1782","*Greene Electric Department","New York ","551"
"1783","*Greenfield Municipal Light Department","Indiana ","176"
"1784","*Greenfield Municipal Utilities","Iowa ","213"
"1785","•Greenfield Water and Light Department -","Ohio ","616"
"1786","*Green Island Electric Light Commission","New York ","552"
"1787","Green Lake Electric Light & Power Plant","Minnesota ","370"
"1788","*Green Mountain Electric Service Company","Iowa ","229"
"1789","Green Mountain Power Corporation","Vermont ","803"
"1790","*Greenport Electric Light Department","New York ","552"
"1792","ration","Kentucky ","279"
"1793","*Greensburg Light & Power System","Kansas ","252"
"1794","Greensburg Utilities, Inc","Louisiana ","284"
"1796","pany","New York ","532"
"1797","*Greenup, Village of","Illinois ","147"
"1799","The","Ohio ","599"
"1800","Greenville Electric Lighting Co","New Hampshire ","503"
"1801","*Greenville Municipal Utilities Dept","Texas ","775"
"1802","•Greenville Utilities Comm","North Carolina ","573"
"1803","•Greenwich Municipal Water & Light Plant","Ohio ","616"
"1804","Greenwood Coal Co","West Virginia ","852"
"1805","•Greenwood Commissioners of Public Works","South Carolina ","716"
"1806","*Greenwood County","South Carolina ","719"
"1807","*Greenwood Electric Light and Water Department-","Mississippi ","409"
"1808","•Greenwood Light Department, Village of","Nebraska ","477"
"1809","*Greer Commission of Public Works","South Carolina ","716"
"1810","Greggton Power & Light Co","Texas ","760"
"1811","•Gresham Water, Power and Electric Plant","Wisconsin ","879"
"1812","*Gridley Municipal Utilities","California","51"
"1813","*Griffin Light, Water and Sewerage Department.-","Georgia ","109"
"1814","Griggs Power and Light Company","Wyoming ","896"
"1815","*Grimesland Municipal Electric Department","North Carolina ","573"
"1816","Grimes Pass Power Company","Idaho ","119"
"1817","*Grimes, Town of","Iowa ","213"
"1818","Grimh Power Company","• Wisconsin ","860"
"1819","Grosbach and Williams","Nebraska ","460"
"1820","*Groton Electric Department","New York ","552"
"1821","*Groton Electric Light Department","Massachusetts ","337"
"1822","•Groton Light Department","South Dakota ","729"
"1824","of","Connecticut","77"
"1825","*Grove City Borough","Pennsylvania ","699"
"1826","*Grove City, Village of","Minnesota ","385"
"1827","*Groveland Light Commission","Massachusetts ","337"
"1829","ment","Iowa ","214"
"1830","•Grundy County Rural Electric Cooperative","Iowa ","230"
"1831","*Grundy Electric Cooperative, Inc","Missouri ","444"
"1832","*Grygla Municipal Plant","Minnesota ","385"
"1833","•Guadalupe Valley Electric Cooperative, Inc","Texas ","782"
"1834","*Guernsey-Muskingum Electric Cooperative, Inc..","Ohio ","629"
"1835","•Guernsey, Town of","Wyoming ","901"
"1836","•Gueydan Municipal Plant","Louisiana ","290"
"1837","Guinsler Electric Company","Ohio ","600"
"1838","Gulf Power Company","Florida","89"
"1839","Gulf Public Service Company","Louisiana ","284"
"1840","","Texas -","760"
"1841","Gulf States Utilities Company","Louisiana ","284"
"1842","","Texas.. ","760"
"1843","*Gunnison, Town of","Colorado","66"
"1848","*Guntersville Municipal System","Alabama","9"
"1850","ciation","Iowa","230"
"1851","*Guttenberg, Town of","Iowa","214"
"1852","Guyan Utilities Company","West Virginia","846"
"1854","Lessee","Ohio","609"
"1856","*Habersham Electric Membership Corporation","Georgia","115"
"1857","""Hagerstown Light Department","Indiana","176"
"1858","*Hagsrstown Municipal Electric Light Plant","Maryland","316"
"1859","*Haigler Electric Department, Village of","Nebraska","477"
"1860","'Halifax Electric Membership Corporation","North Carolina","582"
"1861","*Hall County Electric Cooperative, Inc","Texas","782"
"1862","*Hallcttsville Municipal Utilities","Texas","775"
"1863","kHalstad Municipal Utilities","Minnesota","386"
"1864","*Hamersville Muncipal Electric Department","Ohio","616"
"1866","missioners, Village of","New York","552"
"1868","tion","Texas","783"
"1869","""Hamilton Municipal Electric Department","North Carolina","573"
"1870","""•Hamilton Municipal Electric Plant","Ohio","616"
"1871","Hamilton Service Company, The","Ohio","600"
"1872","Hammond Light & Power ""Co., Inc","Now York","532"
"1873","Hammond Redwood Company","California","48"
"1874","Hampden-Newburg Light & Power Co","Maine","302"
"1875","*Hampton, City of","Georgia","109"
"1876","*Hampton, Village of","Nebraska","477"
"1877","*Hancock County Rural Electric Cooperative","Iowa","230"
"1879","poration","Indiana","185"
"1880","*Hancock Electric Department","New Hampshire","506"
"1881","*Hancock-Wood Electric Cooperative, Inc","Ohio","629"
"1882","Hanerville Transmission Line","Wisconsin","860"
"1883","*Hannibal Board of Public Works","Missouri","436"
"1884","*Hanover Municipal Light, Power & Water Service.","Illinois","147"
"1885","Hanson Electric Light & Power Co","Wisconsin","860"
"1887","*Harbor Springs, City of","Michigan","359"
"1888","*Hardin County Rural Electric Cooperative","Iowa","230"
"1889","*Hardin Municipal Light Plant","Texas","772"
"1890","*Hardwick Electric Light & Power Works","Minnesota","386"
"1891","*Hardwick, Village of","Vermont","808"
"1892","Hardy & Company, C. L","North Carolina","564"
"1893","*Hardy County Light & Power Association, Inc","West Virginia","856"
"1894","*Harkers Island Electric Membership Corporation-","North Carolina","583"
"1895","*Harlan, City of","Iowa","214"
"1896","*Harmon Electric Association, Inc","Oklahoma","651"
"1897","Harmony Electric Company","Michigan","349"
"1898","*Harmony, Village of","Minnesota","386"
"1899","Harncy Sawmill","Oregon","661"
"1900","*Harriman Power Department","Tennessee","742"
"1901","Harris Milling Company","Michigan","354"
"1902","*Harrisonburg Municipal Electric Plant","Virginia","821"
"1903","*Harrison County Rural Electric Cooperative","Iowa","230"
"1905","poration","Kentucky","280"
"1907","poration","Indiana","185"
"1908","Harrison Electric & Water Company, The","Indiana","160"
"1909","","Ohio","600"
"1910","*Harrison Light, Water & Power Department","Nebraska","477"
"1911","*Harrison Light Works","Idaho","124"
"1912","*Harrison Rural Electrification Association, Inc","West Virginia .","856"
"1916","""Harrisonville Water and Light Department","Missouri ","436"
"1917","*Hart County Electric Membership Corporation..","Georgia ","115"
"1918","Hartford Electric Light Company, The","Connecticut ","74"
"1919","*Hartford Utilities Department","Wisconsin ","880"
"1920","""Hartford Water & Light Plant","Alabama","9"
"1921","*Hart Hydro Electric","Michigan ","359"
"1922","*Hartley Municipal Plant","Iowa ","214"
"1923","*Hartselle, City of","Alabama","9"
"1924","*Hartville, City of","Missouri ","436"
"1925","*Hartville, Town of","Wyoming ","901"
"1926","Harvey, Mr. J. W","Wyoming ","900"
"1927","Harvey's Lake Light Company","Pennsylvania ","674"
"1929","tributing System","Ohio ","616"
"1930","Hastings Electrical Co","Pennsylvania ","674"
"1931","*Hastings Water and Light Department","Nebraska ","477"
"1932","*Haswell Light Plant","Colorado ","67"
"1933","*Hatfield Borough Electric Light Department","Pennsylvania ","699"
"1934","*Haven Light & Power Department","Kansas ","252"
"1935","Haverhill Electric Company","Massachusetts ","325"
"1936","*Hawarden, City of","Iowa ","214"
"1938","mission","Minnesota ","386"
"1939","*Haxtun Light & Power Department","Colorado ","67"
"1940","Hayden Fuel and Supply Company","Michigan ","354"
"1941","Hayes Center Light & Power Co","Nebraska ","460"
"1942","* Hazel Green Municipal Utility","Wisconsin ","880"
"1944","tion","Wisconsin ","890"
"1945","*Healdsburg Municipal Light and Water Plant","California ","52"
"1946","*Hearne Municipal Plant","Texas ","775"
"1947","Heath Springs Light and Power Co","South Carolina ","711"
"1948","*Heber Light & Power Plant","Utah ","794"
"1949","*Hebron, Light & Water Department, City of","Nebraska ","477"
"1950","*Hecla Municipal Light & Power Plant","South Dakota ","729"
"1951","*Helper Electrical Light Department","Utah ","794"
"1952","Henderson Coal Company","Pennsylvania ","695"
"1953","*Henderaon Electric Light Station","Kentucky ","277"
"1955","Corporation","Kentucky ","280"
"1957","Corporation","Indiana ","185"
"1958","*Hendrum Municipal Electric Light Plant","Minnesota ","386"
"1959","*Henning, Village of","Minnesota ","386"
"1961","poration","Indiana ","185"
"1962","*Henry , Village of","Nebraska ","478"
"1963","Henry ville Electric Light & Heat Co","Indiana ","160"
"1964","Hercules Ceinent Corporation","Pennsylvania ","695"
"1965","HercHles Powder Company","California ","48"
"1966","Hercules Powder Company","Georgia ","105"
"1967","","Mississippi ","407"
"1969","ment","Kansas ","252"
"1970","*Herkimer Municipal Commission","New York ","552"
"1971","*Herndon Municipal Electric System","Kansas ","252"
"1972","Hershey Chocolate Corporation","Pennsylvania ","695"
"1973","Hershey Electric Company","Pennsylvania ","674"
"1974","Hershey Lumber Company","Pennsylvania ","695"
"1975","*Hertford, Town of","North"" Carolina ","573"
"1976","*Heyburn, Village of","Idaho ","124"
"1978","Public Utilities","Illinois ","147"
"1980","mission","Minnesota ","386"
"1981","322184 —42 3","","3"
"1986","erative Corporation","Kentucky","280"
"1987","*Hickman, Village of","Nebraska","478"
"1988","*Higginsville Municipal Utilities","Missouri","436"
"1989","""Highland Electric Light Plant","Illinois","148"
"1990","""•Highlands, Town of","North Carolina","574"
"1991","Highland Utilities Company","Colorado","59"
"1992","","Kansas","238"
"1993","*Highline Electric Association","Colorado","69"
"1994","*High Point Dept. of Public Utilities, City of","North Carolina","574"
"1995","*Hildreth, Village of","Nebraska","478"
"1996","*Hill City Water & Light Plant","Kansas","252"
"1997","*Hill County Electric Cooperative, Inc.-. —","Texas","783"
"1998","Hillman Light & Power Co","Michigan","349"
"1999","Hill Manufacturing Company","Maine","305"
"2000","*Hillsboro, City of","North Dakota","589"
"2001","*Hillsdale Board of Public Works","Michigan","359"
"2002","Hillyer-Deutsch-Edwards, Inc","Louisiana","289"
"2003","Hines Lumber Company, Edward","Oregon","661"
"2004","*Hingham Municipal Light Department","Massachusetts","338"
"2005","*Hinsdale, Village of","Illinois","148"
"2006","""Hinton Electric Light & Power Service","Iowa","214"
"2007","*Hiram Municipal Light Plant","Ohio","616"
"2008","Hitt, F. G","Virginia","818"
"2009","Hobart Light & Water Company","Indiana","160"
"2010","Hobbs Wall Company -","-. California","48"
"2011","*Hobgood Municipal Electric Department","North Carolina","574"
"2012","*Hogansville, City of","Georgia","110"
"2013","*Hoisington Municipal Electric Utility","Kansas","252"
"2014","Holbrook Light and Power Company","Arizona","18"
"2015","*Holbrook Municipal Light, Power & Ice Plant","Nebraska","478"
"2016","*Holden, Municipal Light Department, Town of..","Massachusetts","338"
"2017","""Holden Town Corporation","Utah","794"
"2018","*Holdrege Municipal Light & Power","Nebraska","478"
"2019","*Holland, Board of Public Works of the City of...","Michigan","359"
"2020","*Hollenberg Electric Association","Kansas","266"
"2021","*Holley Municipal Light Plant","New York","552"
"2022","Holleys Service Station","South Dakota","727"
"2023","*Holly Springs, City of","Mississippi","410"
"2024","*Holmes Rural Electric Cooperative, Inc","Ohio","629"
"2025","*Holston Electric Cooperative, Inc","Tennessee","751"
"2026","Holston River Power Co","Virginia","813"
"2027","*Holton Light Department","Kansas","253"
"2028","*Holyoke Gas and Electric Department","Massachusetts","338"
"2029","""Holyoke Municipal Power Plant","Colorado","67"
"2030","Holyoke Power and Electric Company","Massachusetts","325"
"2031","Holyoke Water Power Company","Massachusetts","325"
"2032","*Holyrood Light & Water Department","Kansas","253"
"2033","Home Electric Light & Steam Heating Company. .","Pennsylvania","674"
"2034","Home Electric Light Co —","Kansas","238"
"2035","Home Gas and Electric Company, The","Colorado","59"
"2036","Home Light & Power Co","Minnesota","371"
"2037","*Homer Light & Water Plant","Louisiana","290"
"2038","*Homestead Power and Light Plant","Florida","92"
"2039","Homestead Utilities Co","Rhode Island","705"
"2040","*Hominy Municipal System","Oklahoma","644"
"2041","*Hookerton, Town of","North Carolina","574"
"2042","Hoosier Public Utility Co","Indiana","160"
"2043","""Hooversville Borough Light Plant","Pennsylvania","699"
"2044","*Hopedale Municipal Lighting System","Illinois","148"
"2045","*Hope Light and Power Company","North Dakota","589"
"2046","""Hope Water and Light Plant","Arkansas","32"
"2047","""Hopkinton Municipal Light Plant","Iowa","214"
"2048","*Horton Water & Electric Department","Kansas ---","253"
"2052","Houghton County Electric Light Company","Michigan ","349"
"2053","*Houlton Water Company","Maine ","307"
"2054","*Houma Light and Water Plant","Louisiana ","291"
"2055","*Houston County Electric Cooperative, Inc","Texas ","783"
"2056","Houston Lighting & Power Company","Texas ","761"
"2057","*Howard, City of","South Dakota ","729"
